ticker,K,bid,ask,last_price,iv,volume,open_interest,delta,gamma,theta,vega,rho,T,xtype,thr_iv,thr_price,cp_flag,S,M,mid,r,q,intrinsic_value,d1,d2,bs_price,mid_diff,last_diff,thr_diff,bid_iv,ask_iv,mid_iv,last_iv,thr_iv_again,iv_bid,iv_ask,iv_mid,iv_last_price,iv_thr_price,plb
SPXW 1/31/25 C4000,4000,1992.5,1997.19995117188,1945.01000976562,0.419711510043618,1.0,1020,0.999125421047211,0.000254989432622108,-0.284078557360997,0.0657971949535489,0.0423937115633964,0.10665208016235424,Euro,0.519889115022429,1996.59612315085,C,5974.07,1.4935174999999998,1994.84997558594,0.04597907,0.01025257,1974.0699999999997,3.03084704748015,2.8937792151795247,1987.4072050070813,-0.0037309926410243263,0.02179793164487123,-0.004602291889291826,0.5805594804981051,0.6392148182478128,0.6127623029844053,,0.6328197998174054,0.5805594804981051,0.6392148182478128,0.6127623029844053,,0.6328197998174054,1987.1082145692353
SPXW 1/31/25 C4050,4050,1935.40002441406,1952.69995117188,,0.448447444924416,,0,0.997577488422394,0.000541674452323682,-0.328288112515087,0.149511556084091,0.0428639846685538,0.10665208016235424,Euro,0.508452813158399,1946.92966613988,C,5974.07,1.475079012345679,1944.0499877929701,0.04597907,0.01025257,1924.0699999999997,2.760895101675607,2.6144427940651824,1938.1629243981615,-0.003028246923574236,,-0.004502854876673636,,0.6689253119927009,0.5831396108266296,,0.616806962710232,,0.6689253119927009,0.5831396108266296,,0.616806962710232,1937.3528025512705
SPXW 1/31/25 C4100,4100,1885.90002441406,1903.09997558594,1948.03002929688,,,1,0.996842205524445,0.0,0.0,0.0,0.0,0.10665208016235424,Euro,0.497039199417397,1897.26708342209,C,5974.07,1.457090243902439,1894.5,0.04597907,0.01025257,1874.0699999999997,,,,,,,,0.6522112241371498,0.5697042789401311,0.8778160692579373,0.6009614242193235,,0.6522112241371498,0.5697042789401311,0.8778160692579373,0.6009614242193235,1887.5973905333062
SPXW 1/31/25 C4150,4150,1836.30004882812,1853.5,1425.09997558594,,,2,0.996252834796906,0.0,0.0,0.0,0.0,0.10665208016235424,Euro,0.48565616641397097,1847.60890954429,C,5974.07,1.439534939759036,1844.90002441406,0.04597907,0.01025257,1824.0699999999997,,,,,,,,0.6356162305645721,0.555658096264205,,0.5852800989529259,,0.6356162305645721,0.555658096264205,,0.5852800989529259,1837.841978515342
SPXW 1/31/25 C4200,4200,1787.0,1803.90002441406,1732.89001464844,,,2,0.999404966831207,0.0,0.0,0.0,0.0,0.10665208016235424,Euro,0.4743126971078,1797.95582745663,C,5974.07,1.422397619047619,1795.4500122070299,0.04597907,0.01025257,1774.0699999999997,,,,,,,,0.6191350970815106,0.5434004328288476,,0.5697608987858764,,0.6191350970815106,0.5434004328288476,,0.5697608987858764,1788.0865664973771
SPXW 1/31/25 C4250,4250,1737.19995117188,1754.30004882812,,0.431805706393302,,0,0.994860947132111,0.00108576205712483,-0.378308911384872,0.288567816206263,0.044807605366821,0.10665208016235424,Euro,0.463018626755021,1748.3086877703,C,5974.07,1.4056635294117645,1745.75,0.04597907,0.01025257,1724.0699999999997,2.519943702511084,2.3789261923069454,1740.0257719074289,-0.0032789506473270163,,-0.004737673570354811,,0.6027626308519477,0.5282571784355932,,0.5544027033782005,,0.6027626308519477,0.5282571784355932,,0.5544027033782005,1738.3311544794124
SPXW 1/31/25 C4300,4300,1687.59997558594,1704.80004882812,,0.425442600826247,,0,0.994068622589111,0.00124909176806804,-0.391122155467901,0.327084659509728,0.0452860354935488,0.10665208016235424,Euro,0.451784267027775,1698.66852396756,C,5974.07,1.3893186046511627,1696.2000122070299,0.04597907,0.01025257,1674.0699999999997,2.4713586743430644,2.3324192036158173,1690.5160980914452,-0.0033509692693546177,,-0.004799303549272433,,0.5871815928035173,0.5148566206074109,,0.5392052658742903,,0.5871815928035173,0.5148566206074109,,0.5392052658742903,1688.5757424614476
SPXW 1/31/25 C4350,4350,1638.0,1655.19995117188,1650.0,0.350561837258131,,2,0.993395209312439,0.000496576234335759,-0.253361558106095,0.107024913247433,0.0460621364260778,0.10665208016235424,Euro,0.440619893695567,1649.0365616008,C,5974.07,1.3733494252873562,1646.59997558594,0.04597907,0.01025257,1624.0699999999997,2.871199239732195,2.7567140517627178,1639.2558659557799,-0.004460166245020579,-0.0065115963904364355,-0.005931157545424925,,0.570991021775473,0.5009344599864678,0.5324190414277894,0.5241690441148298,,0.570991021775473,0.5009344599864678,0.5324190414277894,0.5241690441148298,1638.8203304434837
SPXW 1/31/25 C4375,4375,1613.30004882812,1630.40002441406,,0.413771946994774,,0,0.992901682853699,0.00150208082171605,-0.406878018740153,0.382542065823864,0.0460053165523052,0.10665208016235424,Euro,0.43506699994965503,1624.22409198801,C,5974.07,1.3655017142857142,1621.85003662109,0.04597907,0.01025257,1599.0699999999997,2.4092357973672476,2.2741076855947373,1616.2224203278147,-0.003469874628482802,,-0.0049264579313076946,,0.5629319523865843,0.49449765177231364,,0.5167116655928918,,0.5629319523865843,0.49449765177231364,,0.5167116655928918,1613.9426244345013
SPXW 1/31/25 C4400,4400,1588.5,1605.59997558594,,0.409188775997148,,0,0.992546141147614,0.00158493020194657,-0.410408587021638,0.399170748660433,0.0462473826956954,0.10665208016235424,Euro,0.429535115820826,1599.41421969036,C,5974.07,1.3577431818181818,1597.0499877929701,0.04597907,0.01025257,1574.0699999999997,2.392075761608549,2.258444404865803,1591.4387900229285,-0.003513476605573221,,-0.0049864691517969685,,0.5548948099752975,0.4875501891519303,,0.5092949531752401,,0.5548948099752975,0.4875501891519303,,0.5092949531752401,1589.064918425519
